Week_end,Indicator,High_industry,Value
2021-05-16,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.46
2021-05-16,Weekly earnings - upper quartile - 20 days,C Services,1500
2021-05-16,Weekly earnings - upper quartile - 20 days,Z No Match,978.39
2021-05-16,Weekly earnings - lower quartile - 20 days,Total,690
2021-05-16,Weekly earnings - lower quartile - 20 days,A Primary,650.7
2021-05-16,Weekly earnings - lower quartile - 20 days,B Goods Producing,914.3
2021-05-16,Weekly earnings - lower quartile - 20 days,C Services,640
2021-05-16,Weekly earnings - lower quartile - 20 days,Z No Match,411.96
2021-05-23,Number of paid jobs - 20 days,Total,2000090
2021-05-23,Number of paid jobs - 20 days,A Primary,78780
2021-05-23,Number of paid jobs - 20 days,B Goods Producing,369500
2021-05-23,Number of paid jobs - 20 days,C Services,1497920
2021-05-23,Number of paid jobs - 20 days,Z No Match,53890
2021-05-23,Weekly earnings - median - 20 days,Total,1053
2021-05-23,Weekly earnings - median - 20 days,A Primary,1006.25
2021-05-23,Weekly earnings - median - 20 days,B Goods Producing,1192.72
2021-05-23,Weekly earnings - median - 20 days,C Services,1028.8
2021-05-23,Weekly earnings - median - 20 days,Z No Match,661.3
2021-05-23,Weekly earnings - upper quartile - 20 days,Total,1491.93
2021-05-23,Weekly earnings - upper quartile - 20 days,A Primary,1336.99
2021-05-23,Weekly earnings - upper quartile - 20 days,B Goods Producing,1552.1
2021-05-23,Weekly earnings - upper quartile - 20 days,C Services,1499.27
2021-05-23,Weekly earnings - upper quartile - 20 days,Z No Match,961.28
2021-05-23,Weekly earnings - lower quartile - 20 days,Total,689.86
2021-05-23,Weekly earnings - lower quartile - 20 days,A Primary,681.94
2021-05-23,Weekly earnings - lower quartile - 20 days,B Goods Producing,919.02
2021-05-23,Weekly earnings - lower quartile - 20 days,C Services,637
2021-05-23,Weekly earnings - lower quartile - 20 days,Z No Match,410.27
2021-05-30,Number of paid jobs - 20 days,Total,1998580
2021-05-30,Number of paid jobs - 20 days,A Primary,78540
2021-05-30,Number of paid jobs - 20 days,B Goods Producing,368030
2021-05-30,Number of paid jobs - 20 days,C Services,1497520
2021-05-30,Number of paid jobs - 20 days,Z No Match,54480
2021-05-30,Weekly earnings - median - 20 days,Total,1054.22
2021-05-30,Weekly earnings - median - 20 days,A Primary,1012
2021-05-30,Weekly earnings - median - 20 days,B Goods Producing,1179.45
2021-05-30,Weekly earnings - median - 20 days,C Services,1033.55
2021-05-30,Weekly earnings - median - 20 days,Z No Match,663.78
2021-05-30,Weekly earnings - upper quartile - 20 days,Total,1490.5
2021-05-30,Weekly earnings - upper quartile - 20 days,A Primary,1346
2021-05-30,Weekly earnings - upper quartile - 20 days,B Goods Producing,1537.25
2021-05-30,Weekly earnings - upper quartile - 20 days,C Services,1502.85
2021-05-30,Weekly earnings - upper quartile - 20 days,Z No Match,961.92
2021-05-30,Weekly earnings - lower quartile - 20 days,Total,691.43
2021-05-30,Weekly earnings - lower quartile - 20 days,A Primary,686.7
2021-05-30,Weekly earnings - lower quartile - 20 days,B Goods Producing,912
2021-05-30,Weekly earnings - lower quartile - 20 days,C Services,642.29
2021-05-30,Weekly earnings - lower quartile - 20 days,Z No Match,410
2021-06-06,Number of paid jobs - 20 days,Total,2003450
2021-06-06,Number of paid jobs - 20 days,A Primary,78250
2021-06-06,Number of paid jobs - 20 days,B Goods Producing,368210
2021-06-06,Number of paid jobs - 20 days,C Services,1501310
2021-06-06,Number of paid jobs - 20 days,Z No Match,55670
2021-06-06,Weekly earnings - median - 20 days,Total,1053
2021-06-06,Weekly earnings - median - 20 days,A Primary,1020
2021-06-06,Weekly earnings - median - 20 days,B Goods Producing,1170
2021-06-06,Weekly earnings - median - 20 days,C Services,1034
2021-06-06,Weekly earnings - median - 20 days,Z No Match,665.37
2021-06-06,Weekly earnings - upper quartile - 20 days,Total,1485.46
2021-06-06,Weekly earnings - upper quartile - 20 days,A Primary,1346.15
2021-06-06,Weekly earnings - upper quartile - 20 days,B Goods Producing,1528.18
2021-06-06,Weekly earnings - upper quartile - 20 days,C Services,1500
2021-06-06,Weekly earnings - upper quartile - 20 days,Z No Match,966.71
2021-06-06,Weekly earnings - lower quartile - 20 days,Total,690
2021-06-06,Weekly earnings - lower quartile - 20 days,A Primary,691.74
2021-06-06,Weekly earnings - lower quartile - 20 days,B Goods Producing,907.5
2021-06-06,Weekly earnings - lower quartile - 20 days,C Services,640
2021-06-06,Weekly earnings - lower quartile - 20 days,Z No Match,406.36
2021-06-13,Number of paid jobs - 20 days,Total,2002340
2021-06-13,Number of paid jobs - 20 days,A Primary,76770
2021-06-13,Number of paid jobs - 20 days,B Goods Producing,369730
2021-06-13,Number of paid jobs - 20 days,C Services,1499520
2021-06-13,Number of paid jobs - 20 days,Z No Match,56320
2021-06-13,Weekly earnings - median - 20 days,Total,1060
2021-06-13,Weekly earnings - median - 20 days,A Primary,1040
2021-06-13,Weekly earnings - median - 20 days,B Goods Producing,1187.66
2021-06-13,Weekly earnings - median - 20 days,C Services,1041.67
2021-06-13,Weekly earnings - median - 20 days,Z No Match,669.54
2021-06-13,Weekly earnings - upper quartile - 20 days,Total,1499.39
2021-06-13,Weekly earnings - upper quartile - 20 days,A Primary,1358.17
2021-06-13,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.63
2021-06-13,Weekly earnings - upper quartile - 20 days,C Services,1510.29
2021-06-13,Weekly earnings - upper quartile - 20 days,Z No Match,972.71
2021-06-13,Weekly earnings - lower quartile - 20 days,Total,700
2021-06-13,Weekly earnings - lower quartile - 20 days,A Primary,715
2021-06-13,Weekly earnings - lower quartile - 20 days,B Goods Producing,920
2021-06-13,Weekly earnings - lower quartile - 20 days,C Services,648.57
2021-06-13,Weekly earnings - lower quartile - 20 days,Z No Match,412.5
2021-06-20,Number of paid jobs - 20 days,Total,2002140
2021-06-20,Number of paid jobs - 20 days,A Primary,75920
2021-06-20,Number of paid jobs - 20 days,B Goods Producing,368540
2021-06-20,Number of paid jobs - 20 days,C Services,1501420
2021-06-20,Number of paid jobs - 20 days,Z No Match,56260
2021-06-20,Weekly earnings - median - 20 days,Total,1052.35
2021-06-20,Weekly earnings - median - 20 days,A Primary,1010.01
2021-06-20,Weekly earnings - median - 20 days,B Goods Producing,1179.4
2021-06-20,Weekly earnings - median - 20 days,C Services,1032
2021-06-20,Weekly earnings - median - 20 days,Z No Match,650
2021-06-20,Weekly earnings - upper quartile - 20 days,Total,1491.96
2021-06-20,Weekly earnings - upper quartile - 20 days,A Primary,1340
2021-06-20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.46
2021-06-20,Weekly earnings - upper quartile - 20 days,C Services,1502.83
2021-06-20,Weekly earnings - upper quartile - 20 days,Z No Match,956.91
2021-06-20,Weekly earnings - lower quartile - 20 days,Total,687.12
2021-06-20,Weekly earnings - lower quartile - 20 days,A Primary,680.86
2021-06-20,Weekly earnings - lower quartile - 20 days,B Goods Producing,910.52
2021-06-20,Weekly earnings - lower quartile - 20 days,C Services,639.49
2021-06-20,Weekly earnings - lower quartile - 20 days,Z No Match,400
2021-06-27,Number of paid jobs - 20 days,Total,2007700
2021-06-27,Number of paid jobs - 20 days,A Primary,75420
2021-06-27,Number of paid jobs - 20 days,B Goods Producing,368230
2021-06-27,Number of paid jobs - 20 days,C Services,1509060
2021-06-27,Number of paid jobs - 20 days,Z No Match,54980
2021-06-27,Weekly earnings - median - 20 days,Total,1055.87
2021-06-27,Weekly earnings - median - 20 days,A Primary,1019.99
2021-06-27,Weekly earnings - median - 20 days,B Goods Producing,1183.2
2021-06-27,Weekly earnings - median - 20 days,C Services,1034.92
2021-06-27,Weekly earnings - median - 20 days,Z No Match,663.93
2021-06-27,Weekly earnings - upper quartile - 20 days,Total,1496.92
2021-06-27,Weekly earnings - upper quartile - 20 days,A Primary,1346.15
2021-06-27,Weekly earnings - upper quartile - 20 days,B Goods Producing,1541.69
2021-06-27,Weekly earnings - upper quartile - 20 days,C Services,1506
2021-06-27,Weekly earnings - upper quartile - 20 days,Z No Match,964.71
2021-06-27,Weekly earnings - lower quartile - 20 days,Total,691.2
2021-06-27,Weekly earnings - lower quartile - 20 days,A Primary,694.33
2021-06-27,Weekly earnings - lower quartile - 20 days,B Goods Producing,910.14
2021-06-27,Weekly earnings - lower quartile - 20 days,C Services,644
2021-06-27,Weekly earnings - lower quartile - 20 days,Z No Match,412.61
2021-07-04,Number of paid jobs - 20 days,Total,2013580
2021-07-04,Number of paid jobs - 20 days,A Primary,75350
2021-07-04,Number of paid jobs - 20 days,B Goods Producing,367740
2021-07-04,Number of paid jobs - 20 days,C Services,1514040
2021-07-04,Number of paid jobs - 20 days,Z No Match,56460
2021-07-04,Weekly earnings - median - 20 days,Total,1056.71
2021-07-04,Weekly earnings - median - 20 days,A Primary,1032.29
2021-07-04,Weekly earnings - median - 20 days,B Goods Producing,1179
2021-07-04,Weekly earnings - median - 20 days,C Services,1036.69
2021-07-04,Weekly earnings - median - 20 days,Z No Match,661.29
2021-07-04,Weekly earnings - upper quartile - 20 days,Total,1500
2021-07-04,Weekly earnings - upper quartile - 20 days,A Primary,1353.82
2021-07-04,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.46
2021-07-04,Weekly earnings - upper quartile - 20 days,C Services,1510.38
2021-07-04,Weekly earnings - upper quartile - 20 days,Z No Match,966.08
2021-07-04,Weekly earnings - lower quartile - 20 days,Total,686.8
2021-07-04,Weekly earnings - lower quartile - 20 days,A Primary,700
2021-07-04,Weekly earnings - lower quartile - 20 days,B Goods Producing,907.5
2021-07-04,Weekly earnings - lower quartile - 20 days,C Services,639.44
2021-07-04,Weekly earnings - lower quartile - 20 days,Z No Match,402.49
2021-07-11,Number of paid jobs - 20 days,Total,2008780
2021-07-11,Number of paid jobs - 20 days,A Primary,76400
2021-07-11,Number of paid jobs - 20 days,B Goods Producing,367500
2021-07-11,Number of paid jobs - 20 days,C Services,1508380
2021-07-11,Number of paid jobs - 20 days,Z No Match,56500
2021-07-11,Weekly earnings - median - 20 days,Total,1060
2021-07-11,Weekly earnings - median - 20 days,A Primary,1032.46
2021-07-11,Weekly earnings - median - 20 days,B Goods Producing,1183
2021-07-11,Weekly earnings - median - 20 days,C Services,1042.35
2021-07-11,Weekly earnings - median - 20 days,Z No Match,679.25
2021-07-11,Weekly earnings - upper quartile - 20 days,Total,1506.5
2021-07-11,Weekly earnings - upper quartile - 20 days,A Primary,1350
2021-07-11,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.68
2021-07-11,Weekly earnings - upper quartile - 20 days,C Services,1524
2021-07-11,Weekly earnings - upper quartile - 20 days,Z No Match,984.5
2021-07-11,Weekly earnings - lower quartile - 20 days,Total,691.28
2021-07-11,Weekly earnings - lower quartile - 20 days,A Primary,713
2021-07-11,Weekly earnings - lower quartile - 20 days,B Goods Producing,910
2021-07-11,Weekly earnings - lower quartile - 20 days,C Services,642.86
2021-07-11,Weekly earnings - lower quartile - 20 days,Z No Match,420.3
2021-07-18,Number of paid jobs - 20 days,Total,2004660
2021-07-18,Number of paid jobs - 20 days,A Primary,76550
2021-07-18,Number of paid jobs - 20 days,B Goods Producing,367630
2021-07-18,Number of paid jobs - 20 days,C Services,1503770
2021-07-18,Number of paid jobs - 20 days,Z No Match,56710
2021-07-18,Weekly earnings - median - 20 days,Total,1060.8
2021-07-18,Weekly earnings - median - 20 days,A Primary,1017.68
2021-07-18,Weekly earnings - median - 20 days,B Goods Producing,1180.7
2021-07-18,Weekly earnings - median - 20 days,C Services,1045.5
2021-07-18,Weekly earnings - median - 20 days,Z No Match,687.3
2021-07-18,Weekly earnings - upper quartile - 20 days,Total,1512
2021-07-18,Weekly earnings - upper quartile - 20 days,A Primary,1346.15
2021-07-18,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.46
2021-07-18,Weekly earnings - upper quartile - 20 days,C Services,1534
2021-07-18,Weekly earnings - upper quartile - 20 days,Z No Match,993.94
2021-07-18,Weekly earnings - lower quartile - 20 days,Total,690
2021-07-18,Weekly earnings - lower quartile - 20 days,A Primary,695.64
2021-07-18,Weekly earnings - lower quartile - 20 days,B Goods Producing,908.73
2021-07-18,Weekly earnings - lower quartile - 20 days,C Services,640
2021-07-18,Weekly earnings - lower quartile - 20 days,Z No Match,430.2
2021-07-25,Number of paid jobs - 20 days,Total,2001810
2021-07-25,Number of paid jobs - 20 days,A Primary,77430
2021-07-25,Number of paid jobs - 20 days,B Goods Producing,369460
2021-07-25,Number of paid jobs - 20 days,C Services,1497620
2021-07-25,Number of paid jobs - 20 days,Z No Match,57300
2021-07-25,Weekly earnings - median - 20 days,Total,1072.75
2021-07-25,Weekly earnings - median - 20 days,A Primary,1040
2021-07-25,Weekly earnings - median - 20 days,B Goods Producing,1185.8
2021-07-25,Weekly earnings - median - 20 days,C Services,1052.02
2021-07-25,Weekly earnings - median - 20 days,Z No Match,776.53
2021-07-25,Weekly earnings - upper quartile - 20 days,Total,1523.02
2021-07-25,Weekly earnings - upper quartile - 20 days,A Primary,1359.63
2021-07-25,Weekly earnings - upper quartile - 20 days,B Goods Producing,1551.5
2021-07-25,Weekly earnings - upper quartile - 20 days,C Services,1534.34
2021-07-25,Weekly earnings - upper quartile - 20 days,Z No Match,1172.88
2021-07-25,Weekly earnings - lower quartile - 20 days,Total,700
2021-07-25,Weekly earnings - lower quartile - 20 days,A Primary,700.74
2021-07-25,Weekly earnings - lower quartile - 20 days,B Goods Producing,909.51
2021-07-25,Weekly earnings - lower quartile - 20 days,C Services,647.22
2021-07-25,Weekly earnings - lower quartile - 20 days,Z No Match,459
2021-08-01,Number of paid jobs - 20 days,Total,2019930
2021-08-01,Number of paid jobs - 20 days,A Primary,78190
2021-08-01,Number of paid jobs - 20 days,B Goods Producing,369620
2021-08-01,Number of paid jobs - 20 days,C Services,1517590
2021-08-01,Number of paid jobs - 20 days,Z No Match,54530
2021-08-01,Weekly earnings - median - 20 days,Total,1068.06
2021-08-01,Weekly earnings - median - 20 days,A Primary,1030.32
2021-08-01,Weekly earnings - median - 20 days,B Goods Producing,1185.6
2021-08-01,Weekly earnings - median - 20 days,C Services,1043.28
2021-08-01,Weekly earnings - median - 20 days,Z No Match,872.98
2021-08-01,Weekly earnings - upper quartile - 20 days,Total,1517.25
2021-08-01,Weekly earnings - upper quartile - 20 days,A Primary,1350
2021-08-01,Weekly earnings - upper quartile - 20 days,B Goods Producing,1540.94
2021-08-01,Weekly earnings - upper quartile - 20 days,C Services,1525
2021-08-01,Weekly earnings - upper quartile - 20 days,Z No Match,1280
2021-08-01,Weekly earnings - lower quartile - 20 days,Total,692.72
2021-08-01,Weekly earnings - lower quartile - 20 days,A Primary,691.03
2021-08-01,Weekly earnings - lower quartile - 20 days,B Goods Producing,912
2021-08-01,Weekly earnings - lower quartile - 20 days,C Services,633.5
2021-08-01,Weekly earnings - lower quartile - 20 days,Z No Match,481.53
2021-08-08,Number of paid jobs - 20 days,Total,2017060
2021-08-08,Number of paid jobs - 20 days,A Primary,77160
2021-08-08,Number of paid jobs - 20 days,B Goods Producing,368720
2021-08-08,Number of paid jobs - 20 days,C Services,1515710
2021-08-08,Number of paid jobs - 20 days,Z No Match,55470
2021-08-08,Weekly earnings - median - 20 days,Total,1068.93
2021-08-08,Weekly earnings - median - 20 days,A Primary,1040
2021-08-08,Weekly earnings - median - 20 days,B Goods Producing,1190
2021-08-08,Weekly earnings - median - 20 days,C Services,1050
2021-08-08,Weekly earnings - median - 20 days,Z No Match,734.59
2021-08-08,Weekly earnings - upper quartile - 20 days,Total,1515.3
2021-08-08,Weekly earnings - upper quartile - 20 days,A Primary,1358.9
2021-08-08,Weekly earnings - upper quartile - 20 days,B Goods Producing,1545.31
2021-08-08,Weekly earnings - upper quartile - 20 days,C Services,1529.56
2021-08-08,Weekly earnings - upper quartile - 20 days,Z No Match,1051.51
2021-08-08,Weekly earnings - lower quartile - 20 days,Total,698.25
2021-08-08,Weekly earnings - lower quartile - 20 days,A Primary,706.75
2021-08-08,Weekly earnings - lower quartile - 20 days,B Goods Producing,918.36
2021-08-08,Weekly earnings - lower quartile - 20 days,C Services,644.11
2021-08-08,Weekly earnings - lower quartile - 20 days,Z No Match,443.25
2021-08-15,Number of paid jobs - 20 days,Total,2019710
2021-08-15,Number of paid jobs - 20 days,A Primary,77230
2021-08-15,Number of paid jobs - 20 days,B Goods Producing,369830
